Username,Created_at,Text,Label,Score
JoaoCampos,2020-11-23 21:45:26,primeiro pedir ministerio publico apuracao denuncias sobre materiais apocrifos vistos recife d,neutral,0.0
JoaoCampos,2020-11-23 21:45:26,busco construir convergencias diante divergencias naturais vida politica debato ideias pro,positive,0.55296
JoaoCampos,2020-11-23 21:45:26,principios respeito combates contra agressoes fake news acoes assim nunca iniciativas,negative,-0.629143
JoaoCampos,2020-11-23 21:45:25,importante siga fio threadeu nao autorizo jamais autorizaria qualquer tipo ataque baixo nivel,negative,-0.71712
JoaoCampos,2020-11-23 21:15:53,debate serio sobre futuro nao podemos brincar esperanca recifenses vamos juntos nome,neutral,0.0
JoaoCampos,2020-11-23 21:15:53,entramos ultima semana poucos dias votacao hora recife prestar atencao reconhec,negative,-0.473102
JoaoCampos,2020-11-23 21:15:52,agredido ate aqui nao abro mao manter confronto visoes desempenhos resultados,negative,-0.787387
JoaoCampos,2020-11-23 21:15:51,turno eleicao debate direto duas formas fazer politica fazer gestao fazer campanh,neutral,0.0
JoaoCampos,2020-11-23 15:38:08,recife vai ter politica municipal vacinacao robusta gente poder vacinar pessoas garan,negative,-0.582347
JoaoCampos,2020-11-23 15:37:20,camara deputados presido frente parlamentar defesa renda basica criar mecanismo,neutral,0.0
JoaoCampos,2020-11-23 15:35:33,gente vai ter agencia fomento rodando mundo mostrando recife grandes empresa,neutral,0.0
JoaoCampos,2020-11-23 15:34:17,orcamento fiocruz protegido emenda mandato gente sabe importancia fiocru,neutral,0.0
JoaoCampos,2020-11-23 15:32:50,gente saber quanto custa cada proposta sei onde vem dinheiro tudo gente anun,neutral,0.0
JoaoCampos,2020-11-23 15:00:32,partido centro esquerda capacidade autocritica psb fazendo nesse momento,neutral,0.0
JoaoCampos,2020-11-23 14:20:03,juntar divergencia outro consegue unir algum ponto cidade precisa,neutral,0.0
JoaoCampos,2020-11-23 14:20:02,montei iniciativas camara frente conta partidos cpi todos partidos,neutral,0.0
JoaoCampos,2020-11-23 14:19:49,aprendemos trabalhar resultado porque resolve capacidade pegar problema enfrentar dar,negative,-0.77212
JoaoCampos,2020-11-23 14:19:48,ano meio mandato consegui coordenar comissao externa ministerio educacao frente parlamenta,neutral,0.0
JoaoCampos,2020-11-23 14:19:48,voces podem olhar candidatura ainda trajetoria olha mandato deputado federal,neutral,0.0
JoaoCampos,2020-11-23 13:55:23,serie acoes voltadas mulheres gente vai garantir escrituras mi,positive,0.632239
JoaoCampos,2020-11-23 13:55:23,unica candidatura ofereceu ainda compromisso fazer descentralizaca,neutral,0.0
JoaoCampos,2020-11-23 13:55:23,unico candidato garantir minimo cargos lideranca gestao serao ocupados,neutral,0.0
JoaoCampos,2020-11-23 13:45:49,junto ministerio publico possam investigar materiais vem pra prejudicar candidaturas maneira,neutral,0.0
JoaoCampos,2020-11-23 13:45:48,porque compromisso fazer transparencia correcao materiais apocrifos assinatura,negative,-0.681994
JoaoCampos,2020-11-23 13:45:48,material oficial campanha segue totalmente legalidade registro junto tre tudo absolutamente,neutral,0.0
JoaoCampos,2020-11-23 13:21:31,quero agradecer todos votaram gente todos participaram processo democratico impo,positive,0.840539
JoaoCampos,2020-11-23 13:18:14,participando agora sabatina satisfacao poder falar sobre futuro recife,neutral,0.0
JoaoCampos,2020-11-22 21:02:50,vou trabalhar gerar melhorias cidade pode esperar vamos fazer ai perto r,positive,0.586201
JoaoCampos,2020-11-22 21:02:50,toda avenida nivelada calcadas melhorar circulacao pessoas amo passear la n,positive,0.912705
JoaoCampos,2020-11-22 21:02:49,chegada outros empresarios resultado melhorias feitas av barao rio branco ba,neutral,0.0
JoaoCampos,2020-11-22 21:02:48,bodega veio patrimonio pernambucano versao original nasceu olinda desde bairro r,neutral,0.0
JoaoCampos,2020-11-22 18:21:13,politico respeitado historia luta toda admiracao time cresce c,positive,0.693294
JoaoCampos,2020-11-22 17:57:20,cada carinho desse vou retribuir trabalho cidade,positive,0.942949
JoaoCampos,2020-11-22 17:54:28,rt agora recife pres nacional apoiando candidatura lado dep,neutral,0.0
JoaoCampos,2020-11-22 16:09:27,tamo junto companheiro domingo,positive,0.928199
JoaoCampos,2020-11-22 15:36:16,ultimo domingo antes votacao comecou apoio moradores boa energia uniao,positive,0.882774
JoaoCampos,2020-11-22 15:14:23,politica ser feita verdade,positive,0.754165
JoaoCampos,2020-11-22 15:08:32,rt qualquer posicao qualquer companheiro diferente desta posicao individual fere decisao conjunta direca,negative,-0.727625
JoaoCampos,2020-11-22 15:08:26,tamo junto,positive,0.886086
JoaoCampos,2020-11-22 02:26:20,longo caminhada venho falando quanto acredito nessa virtude nao falte humildade verdade,negative,-0.556248
JoaoCampos,2020-11-22 02:26:20,jovens precisamos apropriar cada vez papel forca representamos mundo devemos,positive,0.362338
JoaoCampos,2020-11-22 00:04:41,dedicacao energia disposicao vamos ampliar acoes seguranca publica qualid,neutral,0.0
JoaoCampos,2020-11-21 12:11:46,falar facil dificil fazer gente oportunidade fazer saber fazer fazer bem feito,neutral,0.0
JoaoCampos,2020-11-21 00:12:45,experiencia nao vale si so importante saber faz experiencia candidata nao,negative,-0.658573
JoaoCampos,2020-11-20 22:40:40,pt so fez km ciclovias anos anos psb fez km agora vamos construir ciclov,neutral,0.0
JoaoCampos,2020-11-20 22:35:49,colegio eleitoral miguel arraes defendeu nome tancredo neves pt contra pt f,neutral,0.0
JoaoCampos,2020-11-20 22:26:20,partido miguel arraes eduardo campos pt ja frente palacio campo princesas pra,neutral,0.0
JoaoCampos,2020-11-20 22:12:25,gente nao veio aqui pra fazer muitas vezes pt faz discurso irresponsavel vale tudo voto,positive,0.650766
JoaoCampos,2020-11-20 22:07:04,primeiros anunciar programa credito pra quer empreender cidade porque fundamental,negative,-0.361763
JoaoCampos,2020-11-20 22:02:58,pode so primeiro ano mandato coordenei comissao acompanha mec autor varios projet,neutral,0.0
JoaoCampos,2020-11-20 22:02:57,voces estao acompanhando viram candidata nao conseguiu citar acao concreta sequer educacao c,negative,-0.609612
JoaoCampos,2020-11-20 21:52:40,psb construiu hospital mulher hospital idoso vai construir hospital crianca re,negative,-0.862941
JoaoCampos,2020-11-20 21:50:15,voces tao vendo faz politica respeitando faz desrespeitando aprendi respeitar pesso,positive,0.425633
JoaoCampos,2020-11-20 21:44:32,reunimos partidos camara deputados inclusive varios partido candidata criacao,neutral,0.0
JoaoCampos,2020-11-20 21:34:16,vamos entregar mil unidades habitacionais priorizando pessoas areas vulneraveis ja,neutral,0.0
JoaoCampos,2020-11-20 21:30:22,voce ouvindo sabe educacao recife ha anos hoje voce viu salas,positive,0.639106
JoaoCampos,2020-11-20 21:28:26,modelo prouni recife renuncia fiscal nacional fato carta certamente,neutral,0.0
JoaoCampos,2020-11-20 21:23:43,impressionante baixo rendimento fazer tarefa secretaria voce comandou rendeu mui,positive,0.460162
JoaoCampos,2020-11-20 21:17:43,diferente partido varios gestores presos brasil afora psb nunca gestor condenado dig,negative,-0.632062
JoaoCampos,2020-11-20 21:12:05,vivo agora debate tv clube assista tv youtube,neutral,0.0
JoaoCampos,2020-11-20 15:53:12,parque tamarineira parque pina ampliacao acesso cidade br projetos estao prontos gent,neutral,0.0
JoaoCampos,2020-11-20 01:31:58,calculos simplesmente nao batem reafirmo compromisso cidade apenas,negative,-0.805737
JoaoCampos,2020-11-20 01:31:57,verdade sempre facil ser dito sempre caminho curto nao existe nada forte,negative,-0.608749
JoaoCampos,2020-11-20 01:29:19,calculos simplesmente nao batem reafirmo compromisso cidade apenas,negative,-0.805737
JoaoCampos,2020-11-19 18:50:04,falo educacao coordenei comissao externa mec camara membro comissao educacao,neutral,0.0
JoaoCampos,2020-11-19 18:50:04,importante gente dizer porque sao questoes deve ser vista pratica pessoa nao discurso n,negative,-0.786025
JoaoCampos,2020-11-19 18:50:03,falou qualificacao profissional vai fazer varias coisas secretaria qualificacao profission,neutral,0.0
JoaoCampos,2020-11-19 18:50:02,agora impressiona porque maioria temas aqui candidata fala parece nao vereadora po,negative,-0.868275
JoaoCampos,2020-11-19 17:10:52,discurso cabe tudo agora pratica so vale voce fez deixou fazer plano,positive,0.686636
JoaoCampos,2020-11-19 15:12:32,voce pegando problema real deficit habitacional deve ser enfrentado dando solucao,negative,-0.747732
JoaoCampos,2020-11-19 15:06:56,vamos fazer sim bidu krause novo compaz porque acao efetiva cidadania prefeitura pod,neutral,0.0
JoaoCampos,2020-11-19 14:01:18,nao causa estranheza candidata criticando hospital crianca recife afinal contas partido f,negative,-0.877922
JoaoCampos,2020-11-19 13:56:16,quero dizer voces estao acompanhando pronto ser prefeito recife pronto faz,positive,0.807233
JoaoCampos,2020-11-19 13:47:50,protecao saude vai ser prioridade governo vamos ampliar infraestrutura territorios,neutral,0.0
JoaoCampos,2020-11-19 13:33:59,debate comecando agora assista youtube,neutral,0.0
JoaoCampos,2020-11-19 02:40:08,nesta quinta feira vamos debater futuro recife acompanhe partir h,neutral,0.0
JoaoCampos,2020-11-18 23:13:46,dever garantir perspectiva futuro melhor pequenos pequenas cidadas recife assim,positive,0.856378
JoaoCampos,2020-11-16 02:14:59,vamos juntos caminhando passos firmes colocar melhor disposicao dedicacao propostas,positive,0.706929
JoaoCampos,2020-11-16 02:14:59,obrigado recife seguimos ainda fortes caminhada rumo vitoria vontade povo feliz,positive,0.935005
JoaoCampos,2020-11-16 02:11:29,vamos juntos caminhando passos firmes colocar melhor disposicao dedicacao propostas,positive,0.706929
MariliaArraes,2020-11-27 23:28:21,rt tum tum tum,positive,0.969534
MariliaArraes,2020-11-27 23:02:22,rt eleicao deste domingo pode melhorar cidade pais nesses tempos bolsonaristas desprezo vida v,negative,-0.411265
MariliaArraes,2020-11-27 22:02:02,domingo ta chegando ta hora votar governa coracao lula falou ta falado vamos gent,neutral,0.0
MariliaArraes,2020-11-27 22:01:18,gente ta chegando perto hora comemorar vitoria venha simbora pra recife comemorar,positive,0.908484
MariliaArraes,2020-11-27 18:38:12,resultado aparece assim primeira prefeita recife,neutral,0.0
MariliaArraes,2020-11-27 18:06:50,tao lindo ver onda vermelha tomando cidade cada rua gente passa bandeirinha cada cas,positive,0.824994
MariliaArraes,2020-11-27 18:02:24,ta certissimo,negative,-0.622446
MariliaArraes,2020-11-27 15:59:08,rt voto secreto diz armandinho so voce saber recife sao paulo,positive,0.573998
MariliaArraes,2020-11-27 14:25:49,impressionante psb sente confortavel pra cometer crimes eleitorais plena luz dia n,negative,-0.856348
MariliaArraes,2020-11-27 11:55:55,recife nao quer entrar aventura votando candidato inexperiente cidade vai votar,neutral,0.0
MariliaArraes,2020-11-26 22:25:38,vai ser emocao vai ser mentiras nao vao derrubar gente domingo,negative,-0.960857
MariliaArraes,2020-11-26 18:30:43,rua povo ja sabe marilia,negative,-0.823932
MariliaArraes,2020-11-26 14:40:20,digo maquina dinheiro desespero pra manter poder to falando disso aqui,negative,-0.885195
MariliaArraes,2020-11-26 13:49:20,rt cristao repartir pao combater fome amar proximo nao deixem falsos profetas usem fe pra enganar povo,negative,-0.871253
MariliaArraes,2020-11-25 22:47:12,olha tambem ta gente nessa luta obrigada forca,negative,-0.343488
MariliaArraes,2020-11-25 20:50:23,coisa linda ver,positive,0.98184
MariliaArraes,2020-11-25 20:50:14,rt militancia velha guarda aqui representada mainha tambem,negative,-0.450858
MariliaArraes,2020-11-25 18:43:56,emocionante va paz maradona,positive,0.949785
MariliaArraes,2020-11-25 14:23:04,desespero psb atinge honra todas nao vamos calar,negative,-0.90439
MariliaArraes,2020-11-25 12:55:37,rt nao podemos deixar politicas odio bolsonaristas instalem cidade fake news objetivo vil,negative,-0.966052
MariliaArraes,2020-11-25 12:51:21,reza lenda voce votar domingo vai ganhar anos sorte,positive,0.950901
MariliaArraes,2020-11-25 00:40:48,nao ta facil pra ninguem,negative,-0.936281
MariliaArraes,2020-11-24 20:18:09,bene palavras sao importantes demais lindo ter voce lado nessa luta,positive,0.974682
MariliaArraes,2020-11-24 20:17:08,rt desconstrucao sociedade machista parte aceitacao respeito mulheres conquistam espacos poder,negative,-0.916779
MariliaArraes,2020-11-24 15:51:42,vamos unir nao aguenta psb gestao recife gente quer fazer cidade possivel el,neutral,0.0
MariliaArraes,2020-11-24 15:40:27,foto yacy ribeiro jc imagem,neutral,0.0
MariliaArraes,2020-11-24 15:23:49,dizem nao vamos tolerar nenhum ato corrupcao pratica,negative,-0.903067
MariliaArraes,2020-11-24 15:18:18,rt joao campos psb diz marilia arraes pt apagou fotos tulio gadelha redes sociais chequei aqui rapidinh,neutral,0.0
MariliaArraes,2020-11-24 15:17:49,falam apagamos instagram tambem nunca chegamos postar nao cansam mentir,negative,-0.952517
MariliaArraes,2020-11-24 15:13:58,vamos concluir habitacionais estao parados ha anos buscar parcerias iniciativa privada pra dar c,positive,0.889967
MariliaArraes,2020-11-24 15:08:22,recife referencias inovacao brasil vamos fazer parcerias universidades levar inovacao,positive,0.722212
MariliaArraes,2020-11-24 15:02:37,atual gestao nao fez nenhum projeto completo habitacao captacao recursos execucao tudo heran,negative,-0.662532
MariliaArraes,2020-11-24 14:53:29,legado joao campos defende aqui,neutral,0.0
MariliaArraes,2020-11-24 14:52:46,recife ganhou titulo capital desigualdade brasil pra combater desigualdade precisamos cuidar dive,neutral,0.0
MariliaArraes,2020-11-24 14:46:38,assim queremos fazer reparos necessarios comecar pensar retomada entender cumprir regras s,neutral,0.0
MariliaArraes,2020-11-24 14:46:09,educacao recife passa tempos dificeis sao escolas problemas estruturais precisam manut,neutral,0.0
MariliaArraes,2020-11-24 14:31:12,queria comecar agradecendo demonstracoes solidariedade recebido pessoas recife br,negative,-0.626154
MariliaArraes,2020-11-24 14:23:02,pra acompanhar aqui,neutral,0.0
MariliaArraes,2020-11-24 14:18:47,daqui pouco comeca debate tv jornal oportunidade mostrar mentiras nao vao consegui,negative,-0.835201
MariliaArraes,2020-11-24 12:15:18,bom dia capa folha pernambuco hoje,positive,0.987226
MariliaArraes,2020-11-24 00:48:45,kleber desde comeco batemos tecla cidade fomenta cultura,negative,-0.2663
MariliaArraes,2020-11-24 00:47:02,rt vitoriosa missao fortalecer cultura recife ocupa espaco grande imaginario arte,positive,0.665504
MariliaArraes,2020-11-24 00:46:32,gente ta trabalhando batalha contra mentiras aqui vamos conseguir vencer,negative,-0.643868
MariliaArraes,2020-11-24 00:44:53,honra ler coisa dessas china voce artista sabe bem importancia gestao valo,positive,0.876965
MariliaArraes,2020-11-24 00:42:23,rt gente espera recife melhor inclusivo acredito fara otimo trabalho so le,positive,0.930398
MariliaArraes,2020-11-23 23:58:46,agora candidato vice prefeito recife junto comigo vai transformar cidade,neutral,0.0
MariliaArraes,2020-11-23 23:54:11,pra completar curriculo secretario executivo articulacao desenvolvimento regional estado p,neutral,0.0
MariliaArraes,2020-11-23 23:53:59,ainda assumiu diretoria acoes socioambientais consolidacao territorial icmbio instituto chico mendes,neutral,0.0
MariliaArraes,2020-11-23 23:53:48,joao arnaldo sempre engajado defesa meio ambiente superintendente ibama inicio governo lula,neutral,0.0
MariliaArraes,2020-11-23 23:53:24,historia muita luta direitos sociais advocacia popular inclusive primeiro articulado,neutral,0.0
MariliaArraes,2020-11-23 23:53:04,joao veio novinho salgueiro morar recife hoje advogado pos graduado direito administrativo mestre,positive,0.600129
MariliaArraes,2020-11-23 23:52:43,gestao eficiente ser feita gente sabe ta fazendo feliz dividir,positive,0.905136
MariliaArraes,2020-11-23 23:45:49,obrigada demais otto ter apoio artistas voce mostra gente ta caminho certo,positive,0.969353
MariliaArraes,2020-11-23 23:45:19,rt vamos marilia arraes juntos voce voce muita luz campanha recife amada vamos juntos mar,positive,0.935639
MariliaArraes,2020-11-23 22:57:51,embolar pocilga ta criando sinceramente nao respeito carater dignidade p,negative,-0.948031
MariliaArraes,2020-11-23 19:04:14,forca maior ataques querida juntas,negative,-0.8659
MariliaArraes,2020-11-23 18:14:41,nacao,neutral,0.0
MariliaArraes,2020-11-23 16:00:52,querem manchar trajetoria mentiras verdade ta lado deputada destinei diversas emenda,negative,-0.887662
MariliaArraes,2020-11-22 21:05:39,urgente justica eleitoral determina psb joao campos pare veicular mentiras tv durante guia eleitora,negative,-0.618281
MariliaArraes,2020-11-22 20:41:51,lado certo querido obrigado,positive,0.924594
MariliaArraes,2020-11-22 20:40:36,gestao joao paulo recife enfrentrou nunca desafios palafitas colocou pratica grandes proje,neutral,0.0
MariliaArraes,2020-11-22 20:30:59,rt hora mudar recife ja viraram pesquisas estao rumo vitoria nesse dia vot,positive,0.795053
MariliaArraes,2020-11-22 20:30:54,obrigada apoio querido virada ja comecou,positive,0.956492
MariliaArraes,2020-11-22 19:41:00,sabe porque projeto melhor recife,positive,0.770961
MariliaArraes,2020-11-22 18:41:00,recordar viver,positive,0.485758
MariliaArraes,2020-11-22 18:28:06,obrigada querida,positive,0.939781
MariliaArraes,2020-11-22 18:02:45,conhece cidade verdade sabe lado certo obrigada tulio,positive,0.900707
MariliaArraes,2020-11-22 18:02:01,obrigada estar lado tulio gente ta perto nunca virar pagina aqui,positive,0.474221
MariliaArraes,2020-11-22 17:31:03,nao pode ser so vamos estabelecer metas acordo estrutura orcamentaria recife progressi,neutral,0.0
MariliaArraes,2020-11-22 17:30:44,importante gente ensina desde cedo vamos criar campanhas educativas permanentes escolas rede,neutral,0.0
MariliaArraes,2020-11-22 17:28:05,hora ampliar fiscalizacao contra maus tratos resgatar programa atendimento equipes veterinarias,neutral,0.0
MariliaArraes,2020-11-22 17:27:31,queremos dar lar todos animais precisam pra tornar missao possivel vamos criar campanhas mensais,neutral,0.0
MariliaArraes,2020-11-22 17:27:04,alem disso urgente retomada servicos castracao hospital ampliacao campanhas vacinacao caes gatos,neutral,0.0
MariliaArraes,2020-11-22 17:26:44,tambem vamos garantir realizacao exames laboratorio imagem hospital assim disponibilizacao,neutral,0.0
MariliaArraes,2020-11-22 17:26:16,prioridades fazer hospital municipal veterinario funcionar horas dia todos dias assim an,negative,-0.761381
MariliaArraes,2020-11-22 17:25:21,gestao quer oferecer respeito protecao cuidado pros animaizinhos recife especialmente rua,negative,-0.842064
MariliaArraes,2020-11-22 14:05:07,rt fazendo linda campanha recife apresentando propostas discutindo toda cidade,positive,0.931195
MariliaArraes,2020-11-22 13:10:46,bom dia recife daqui semana vamos estar escolhendo futuro cidade sao sete dias pra virar votos,positive,0.940188
MariliaArraes,2020-11-21 21:17:23,sabe porque gente nao intimida ataques outro lado coloca tv internet porque ruas tod,negative,-0.905647
MariliaArraes,2020-11-21 19:16:05,feliz ter comigo nessa caminhada segundo turno,positive,0.968326
MariliaArraes,2020-11-21 15:23:15,clara rodoviarios nao abro mao dessa luta,negative,-0.908259
MariliaArraes,2020-11-21 15:22:16,muitas ideias muita vontade trabalhar olhando pra todas pessoas construindo cidade gentil,positive,0.819031
MariliaArraes,2020-11-21 15:20:32,vamos criar nucleos atencao saude idoso vinculados unidade especializada cada distrito atencao,neutral,0.0
MariliaArraes,2020-11-21 15:19:39,fala inclusao existe serie acoes precisam ser tomadas implementacao nome,neutral,0.0
MariliaArraes,2020-11-21 15:19:01,tambem queremos ampliar distribuicao medicamentos meio cadastramento parceria farmacias bairro,neutral,0.0
MariliaArraes,2020-11-21 15:18:33,queremos criar centros medicina diagnostica vao facilitar acesso exames populacao hoje pre,positive,0.622036
MariliaArraes,2020-11-21 15:18:10,desafio grande podemos comecar aumentando equipes saudes familia incluindo medicos atua,neutral,0.0
MariliaArraes,2020-11-21 15:17:33,missao valorizar ampliar atuacao sus oferecendo condicoes trabalho profissionais,neutral,0.0
MariliaArraes,2020-11-21 15:17:04,gente quer resolver problema saude recife tornar atencao basica eficiente,negative,-0.700635
MariliaArraes,2020-11-20 22:55:50,valeu troinha,positive,0.819761
MariliaArraes,2020-11-20 22:53:33,joao campos instagram viramos voto troinha troinha,neutral,0.0
MariliaArraes,2020-11-20 22:43:28,ficou claro propondo coisas novas quer continuar dando desculpas gestao interrompeu,negative,-0.749323
MariliaArraes,2020-11-20 22:37:40,vamos criar pontos cultura permanentes cidade tambem reeditar movimento cultura popular criado mi,neutral,0.0
MariliaArraes,2020-11-20 22:33:03,joao campos so sabe dizer nao sei nao pesquisei preciso estudar assim voce trata candidata,negative,-0.713674
MariliaArraes,2020-11-20 22:22:01,sao muitas desculpas pra nao feito nao ta conseguindo fazer deixe gente faz,negative,-0.807553
MariliaArraes,2020-11-20 22:18:46,nao so psb nao implementou plano diretor cicloviario sera vamos ajudar trabalhadores trans,neutral,0.0
MariliaArraes,2020-11-20 22:16:56,anda bicicleta recife sabe ciclofaixas recife sao caminhos rato levam lugar nenhum,negative,-0.659167
MariliaArraes,2020-11-20 22:14:16,joao campos diz gestao psb fez cultura realidade,neutral,0.0
MariliaArraes,2020-11-20 22:05:18,obras contencao encostas esquecidas parece candidato falando gestao nao q,negative,-0.584852
MariliaArraes,2020-11-20 21:56:54,conheco realidade comunidades sei chegar junto dessas pessoas oferecer oportunidade,positive,0.845295
MariliaArraes,2020-11-20 21:55:24,gente cidade gentil empreende certeza teriamos empregos comercio,positive,0.793696
