Username,Created_at,Text,Label,Score
DelPatricia19,2020-11-11 15:58:55,obrigada apoio domingo vamos virar,positive,0.971827
DelPatricia19,2020-11-11 14:49:30,numero mudanca verdade so faltam dias eleger delegada,neutral,0.0
DelPatricia19,2020-11-11 00:56:10,ja chamou contatos perde tempo nao vem gente nesse movimento vai mudar recife,negative,-0.809
DelPatricia19,2020-11-10 22:38:11,recado presidente eleitores recife voce acredita mudanca vem domin,positive,0.390551
DelPatricia19,2020-11-10 21:13:40,vamos juntos,positive,0.905184
DelPatricia19,2020-11-10 21:12:49,obrigada apoio juntos vamos poder fazer recife melhor todos,positive,0.982261
DelPatricia19,2020-11-10 21:12:21,vamos juntos mudar situacao,neutral,0.0
DelPatricia19,2020-11-10 21:11:49,vamos virar mudar recife,neutral,0.0
DelPatricia19,2020-11-10 21:04:05,voce ainda nao adesivou carro ainda tempo reta final voce pode apoiar passando,negative,-0.605933
DelPatricia19,2020-11-10 18:57:01,vamos juntos thiago agradecemos estar conosco,positive,0.78923
DelPatricia19,2020-11-10 18:41:40,contando dias mudar recife voce pode apoiar convidando amigo voce chama cham,positive,0.647458
DelPatricia19,2020-11-10 18:28:14,obrigada apoio campanha,positive,0.902029
DelPatricia19,2020-11-10 17:37:57,contamos apoio transformar recife melhor,positive,0.962595
DelPatricia19,2020-11-10 17:36:46,agradecemos carinho vamos juntos,positive,0.971467
DelPatricia19,2020-11-10 17:36:28,vamos juntos,positive,0.905184
DelPatricia19,2020-11-10 17:04:17,vamos firmes luta luciano vamos juntos,positive,0.872105
DelPatricia19,2020-11-10 17:03:39,contamos apoio fazer mudancas neces,positive,0.868872
DelPatricia19,2020-11-10 17:01:40,vamos juntos,positive,0.905184
DelPatricia19,2020-11-10 17:01:29,agradecemos apoio vamos juntos mudanca recife precisa,positive,0.897435
DelPatricia19,2020-11-10 16:41:20,hoje tarde sintonize acompanhar sabatina vivo partir h fm,neutral,0.0
DelPatricia19,2020-11-10 15:53:05,obrigada apoio vamos juntos,positive,0.985121
DelPatricia19,2020-11-10 15:34:23,comecei trabalhar anos primeira carteira assinada sei voces passam aqui,positive,0.63981
DelPatricia19,2020-11-10 15:26:40,vamos juntos fazer recife crescer,positive,0.892874
DelPatricia19,2020-11-10 15:17:11,obrigada vamos construir recife melhor,positive,0.955629
DelPatricia19,2020-11-10 15:16:24,obrigada apoio vamos fazer recife melhor,positive,0.971886
DelPatricia19,2020-11-10 15:13:41,vamos juntos,positive,0.905184
DelPatricia19,2020-11-10 15:10:50,queremos iniciativa privada espaco gerar emprego vamos qualificar recifenses,positive,0.634644
DelPatricia19,2020-11-10 15:08:04,passei anos andando onibus irresponsavel manter gestao transporte publico consorcio so,neutral,0.0
DelPatricia19,2020-11-10 15:05:59,quiser transporte publico qualidade chama delegada,positive,0.805823
DelPatricia19,2020-11-10 15:04:13,proposta municipalizar transporte publico recife restabelecer linhas diretas bairros,neutral,0.0
DelPatricia19,2020-11-10 14:58:57,vamos juntos conto apoio,positive,0.948614
DelPatricia19,2020-11-10 14:39:49,obrigada apoio,positive,0.955457
DelPatricia19,2020-11-10 14:36:47,rumo segundo turno,neutral,0.0
DelPatricia19,2020-11-10 14:30:28,vamos juntos,positive,0.905184
DelPatricia19,2020-11-10 14:29:34,enquanto demais candidatos conheciam cidade politica conheci cidade delegada prendendo politic,positive,0.69483
DelPatricia19,2020-11-10 14:26:46,vamos juntos rumo,positive,0.752056
DelPatricia19,2020-11-10 14:26:21,vamos trazer moradia habitacao decente vive dentro lama,negative,-0.612591
DelPatricia19,2020-11-10 14:22:58,apoio faz toda diferenca,positive,0.872729
DelPatricia19,2020-11-10 14:15:13,rumo segundo turno,neutral,0.0
DelPatricia19,2020-11-10 14:13:57,apoio faz toda diferenca,positive,0.872729
DelPatricia19,2020-11-10 14:12:52,obrigada apoio vamos juntos rumo,positive,0.971791
DelPatricia19,2020-11-10 14:08:10,quiser ter prefeita decente honesta vem delegada patricia,positive,0.72886
DelPatricia19,2020-11-10 14:07:43,to aqui cidada assim voces nao aguentam pagar impostos sustentar familias domin,negative,-0.811894
DelPatricia19,2020-11-10 13:59:15,candidatos prefeitura recife vai comecar acompanhe tv canal vivo,neutral,0.0
DelPatricia19,2020-11-10 13:29:09,rt chance tirar esquerda recife diz delegada patricia live presidente bolsonaro h,negative,-0.53316
DelPatricia19,2020-11-10 12:21:15,recife acordou vai eleger delegada acabar corrupcao hoje dia debate tambem chamar u,negative,-0.55433
DelPatricia19,2020-11-10 00:17:49,sera unica emissora aberta receber debate durante eleicoes maior prazer parti,negative,-0.628722
DelPatricia19,2020-11-09 23:16:42,apoio recebendo ultimos dias crescimento campanha maior qualquer pesquisa,positive,0.854421
DelPatricia19,2020-11-09 22:38:27,agradecemos apoio contamos voce caminharmos juntos rumo,positive,0.962191
DelPatricia19,2020-11-09 22:37:32,obrigada apoio vamos mudar recife,positive,0.922308
DelPatricia19,2020-11-09 22:13:41,rt apoio delegada patricia marco aurelio formaliza pedido retirada candidatura tre pe,neutral,0.0
DelPatricia19,2020-11-09 22:13:23,rt live segunda feira pr jair bolsonaro link youtube,positive,0.668491
DelPatricia19,2020-11-09 21:30:08,agradecemos apoio contamos voce caminharmos juntos rumo,positive,0.962191
DelPatricia19,2020-11-09 21:28:02,delegada incomoda prefeita vai incomodar vamos livrar cidade corrupcao pode ter c,negative,-0.72407
DelPatricia19,2020-11-09 20:52:21,convido voce acompanhar participacao live presidente hoje facebook partir,positive,0.739299
DelPatricia19,2020-11-09 17:40:08,oi herivelton comite aberto todos dias h h voce pegar mate,negative,-0.490447
DelPatricia19,2020-11-09 16:18:41,contamos apoio construirmos recife melhor todos vamos juntos,positive,0.98288
DelPatricia19,2020-11-09 15:31:38,contamos apoio fazermos mudancas necessarias vamos juntos,positive,0.941555
DelPatricia19,2020-11-09 15:30:50,vamos juntos fazer mudanca recife precisa,positive,0.521472
DelPatricia19,2020-11-09 15:30:11,agradecemos estar conosco conversarmos melhor salva whatsapp,positive,0.917552
DelPatricia19,2020-11-09 15:28:56,vamos juntos rumo,positive,0.752056
DelPatricia19,2020-11-09 15:28:26,contamos voce fazer mudanca recife precisa vamos juntos,positive,0.764437
DelPatricia19,2020-11-09 15:28:00,voce pode pegar material comite av antonio goes pina tambem,neutral,0.0
DelPatricia19,2020-11-09 15:25:36,vamos juntos fazer recife melhor,positive,0.927721
DelPatricia19,2020-11-09 15:25:24,vamos construir recife melhor,positive,0.903616
DelPatricia19,2020-11-09 15:25:03,obrigada apoio vamos juntos recife melhor,positive,0.983291
DelPatricia19,2020-11-09 15:20:58,vamos juntos,positive,0.905184
DelPatricia19,2020-11-09 15:17:03,domingo faremos historia ainda tempo convidar virada domingo,positive,0.93202
DelPatricia19,2020-11-09 14:37:58,apoio governo federal candidatura reforcado encontro presidente hoje,neutral,0.0
DelPatricia19,2020-11-09 13:49:11,olho mudancas recife precisa,neutral,0.0
DelPatricia19,2020-11-09 13:46:19,obrigada apoio juntos mudar recife,positive,0.921051
DelPatricia19,2020-11-09 13:45:54,vamos juntos,positive,0.905184
DelPatricia19,2020-11-09 13:45:29,contamos apoio presidente bols,positive,0.873648
DelPatricia19,2020-11-09 13:44:34,obrigada apoio vamos juntos,positive,0.985121
DelPatricia19,2020-11-09 01:42:34,mesma promessa repete porque nada feito hora mudanca verdade,negative,-0.679746
DelPatricia19,2020-11-08 23:51:11,oi alex agradecemos estar conosco fala gente whatsapp,neutral,0.0
DelPatricia19,2020-11-08 22:39:32,projetos melhorar mobilidade planos revitalizar centro recife gestao garantira,neutral,0.0
DelPatricia19,2020-11-08 20:59:09,obrigada apoio vamos juntos,positive,0.985121
DelPatricia19,2020-11-08 19:35:47,vamos juntos,positive,0.905184
DelPatricia19,2020-11-08 19:33:46,agradecemos apoio vamos construir recife melhor,positive,0.93996
DelPatricia19,2020-11-08 19:32:37,agradecemos apoio vamos juntos,positive,0.971478
DelPatricia19,2020-11-08 19:32:12,obrigada apoio juntos recife melhor,positive,0.978019
DelPatricia19,2020-11-08 19:31:35,vamos juntos construir cidade melhor,positive,0.965889
DelPatricia19,2020-11-08 19:30:55,obrigada vamos juntos,positive,0.969088
DelPatricia19,2020-11-08 19:30:14,obrigada apoio vamos juntos,positive,0.985121
DelPatricia19,2020-11-08 19:03:57,daqui semana estaremos urnas decidindo novo futuro recife clima,neutral,0.0
DelPatricia19,2020-11-08 12:07:36,rt apoio delegada patricia qualidades historia compromisso fazer mudanca rea,positive,0.805762
DelPatricia19,2020-11-08 12:06:33,energia so cresce apoio voces chegaremos la,positive,0.672633
DelPatricia19,2020-11-08 00:03:51,obrigada apoio vamos juntos rumo mudanca,positive,0.941629
DelPatricia19,2020-11-08 00:02:26,vamos juntos fazer recife melhor,positive,0.927721
DelPatricia19,2020-11-08 00:00:48,obrigada apoio,positive,0.955457
DelPatricia19,2020-11-07 23:29:20,hoje presidente declarou apoio projeto vai libertar recife desse grupo est,neutral,0.0
DelPatricia19,2020-11-07 18:04:05,acredita verdadeira mudanca vem delegada faz virada acontecer gente convide,positive,0.831642
DelPatricia19,2020-11-07 14:08:52,dia ficara conhecido dia recife escreveu novo capitulo historia,neutral,0.0
DelPatricia19,2020-11-07 12:53:15,hora vir buscar material comite convidar todo mundo fazer virada vai mudar,positive,0.893077
DelPatricia19,2020-11-06 23:31:54,projeto cidade mulheres sentirao apoiadas terao acesso capacitacao profissional buscare,neutral,0.0
DelPatricia19,2020-11-06 21:28:32,prefeitura nao lugar empregar familiares sim deseja fazer trabalho serio comprometido,negative,-0.783149
DelPatricia19,2020-11-06 19:28:43,vamos firmes luta erico agradecemos confianca apoio,positive,0.835764
DelPatricia19,2020-11-06 16:38:23,vamos juntos libertar recife rogerio voce autoriza compartilhar video s,positive,0.827502
DelPatricia19,2020-11-06 15:48:04,chama parente vizinho amigo turma futebol colegas grupo whatsapp chama todo mundo grande,neutral,0.0
DelPatricia19,2020-11-06 14:02:54,desespero batendo porta nao querem abdicar poder,negative,-0.912715
DelPatricia19,2020-11-06 01:17:02,verdade ruas sorriso onde passo vontade ver recife livre velha politica,positive,0.619351
DelPatricia19,2020-11-05 20:46:12,gestao contra desperdicio dinheiro publico entao vamos assumir seguranca estacoes brt pr,neutral,0.0
DelPatricia19,2020-11-05 20:31:09,projeto chamado cidade qualificara mulheres mercado trabalho queremos mulheres ind,positive,0.358982
DelPatricia19,2020-11-05 20:29:39,investimento prevencao economiza investimentos area saude salva vidas,positive,0.729372
DelPatricia19,2020-11-05 20:22:07,iniciativa privada precisa ser vista braco poder publico geracao empregos melhorias sau,negative,-0.344439
DelPatricia19,2020-11-05 20:17:50,hoje gente representa voz todas pessoas dessa cidade nao aguentam problemas ninguem,negative,-0.967853
DelPatricia19,2020-11-05 18:31:12,celebramos data reafirmando compromissos faz movimento acontec,neutral,0.0
DelPatricia19,2020-11-05 15:35:46,hoje agradecer apoio decasp fechada obrigada,positive,0.995388
DelPatricia19,2020-11-05 13:06:38,gestao creches mulheres possam buscar independencia financeira tranquilid,neutral,0.0
DelPatricia19,2020-11-05 13:01:07,ola tudo bem alguns candidatos sao adilson santiago adeilson lucena tiago lir,neutral,0.0
DelPatricia19,2020-11-05 12:48:02,vamos olhar nao so transito todos setores precisam atencao cuidado investimen,negative,-0.861285
DelPatricia19,2020-11-05 12:46:19,vamos olhar todos setores precisam atencao cuidado investimento cidade vam,negative,-0.242863
DelPatricia19,2020-11-05 12:44:35,vamos mudar realidade recife precisa atencao respeito cidade cidadaos vamos juntos,positive,0.815569
DelPatricia19,2020-11-05 00:00:48,ta todo mundo ritmo passinho delegada,positive,0.566235
DelPatricia19,2020-11-04 22:35:50,primeira acao prefeitura sera auditar gestao anterior resolver questoes obras nunca,neutral,0.0
DelPatricia19,2020-11-04 21:59:00,tal tornar embaixador campanha vai mudar recife ajudar multiplicar voto vem,neutral,0.0
DelPatricia19,2020-11-04 17:55:01,espera onibus lotado quente estrutura ha tempo sido realidade usuarios transporte,negative,-0.521459
DelPatricia19,2020-11-04 14:44:02,desejo estar cada canto recife so voces possivel conversas panfletagem voluntari,negative,-0.441676
DelPatricia19,2020-11-04 00:16:00,pedem resposta ataques mendonca campanha oposicao estaremos turno contra p,neutral,0.0
DelPatricia19,2020-11-03 23:50:10,vamos dar basta nesta capitania hereditaria so atende interesses proprios devolver recife povo,negative,-0.608465
DelPatricia19,2020-11-03 21:51:36,estupro culposo caso confirme decisao tipificacao sera maiores absurdos ocorridos justica,negative,-0.817704
DelPatricia19,2020-11-03 21:37:06,novembro sera dia recifenses mostrarem urnas desejo mudanca real dia,neutral,0.0
DelPatricia19,2020-11-03 18:15:50,ja passou hora recifenses terem transporte qualidade merecem,positive,0.608278
DelPatricia19,2020-11-03 16:26:08,vamos mudar realidade hugo recife precisa atencao respeito cidade cidadaos vamos juntos,positive,0.85269
DelPatricia19,2020-11-03 14:20:17,agradecemos apoio contamos voce caminharmos juntos rumo,positive,0.962191
DelPatricia19,2020-11-03 14:17:09,chegou hora decisiva voce pode mudar rumo cidade gente baixe pack figurinhas par,neutral,0.0
DelPatricia19,2020-11-03 14:14:40,virar acreditar mudanca fazer acontecer chamar todo mundo conhecer propostas delegada espalh,positive,0.646103
DelPatricia19,2020-11-03 14:08:13,agradecemos confianca forca hugo vamos firmes mudar recife,positive,0.778997
DelPatricia19,2020-11-03 14:06:23,agradecemos apoio confianca laurindo vamos juntos unindo forcas compartilhando espalhan,positive,0.860684
DelPatricia19,2020-11-03 13:20:09,garra vai mudar rumo recife contamos voce fazer mudanca,positive,0.61781
DelPatricia19,2020-11-03 00:09:18,pesquisa comprovando so delegada pode libertar recife dupla pt psb chame vizinho parent,neutral,0.0
DelPatricia19,2020-11-02 21:52:30,dia novembro oportunidade mudar situacao recife,neutral,0.0
DelPatricia19,2020-11-02 21:41:18,gente quer pessoas deficiencia possibilidade ter capacitacao carreira,negative,-0.655082
DelPatricia19,2020-11-02 21:35:52,projeto qualificar profissionais educacao lidar pessoas deficiencia foco,neutral,0.0
DelPatricia19,2020-11-02 21:27:33,vamos fazer grande reforma administrativa prefeitura reduzindo cargos comissionados,neutral,0.0
DelPatricia19,2020-11-02 21:27:02,sempre trabalhei porta aberta vai ser assim prefeitura tambem mostrar sempre al,neutral,0.0
DelPatricia19,2020-11-02 21:24:53,vem acompanhar conversa sobre acessibilidade vivo youtube,positive,0.596406
DelPatricia19,2020-11-02 21:24:02,cidade ser todos pratica,positive,0.732972
DelPatricia19,2020-11-02 21:22:36,plano governo ainda aberto porque queremos dialogar associacoes entidades,negative,-0.605933
DelPatricia19,2020-11-02 21:15:12,gente vive cidade nao inclusiva nao eficiente queremos transformar cidade todos q,negative,-0.605936
DelPatricia19,2020-11-02 21:14:14,nao pretensao eternizar politica aqui cidada quer causar transformacao re,negative,-0.719253
DelPatricia19,2020-11-02 20:49:16,daqui pouco comeca live canal eficientes vamos debater propostas publico pcd,neutral,0.0
DelPatricia19,2020-11-02 18:48:18,projeto prefeitura itinerante pretende menos vez mes levar prefeitura bairros mont,neutral,0.0
DelPatricia19,2020-11-02 18:10:29,agradecemos confianca sandrah vamos firmes luta,positive,0.870951
DelPatricia19,2020-11-02 15:05:06,dar basta corrupcao recifenses viverem cidade segura libertar recife,positive,0.419865
DelPatricia19,2020-11-02 14:44:47,agradecemos carinho paulo vamos juntos,positive,0.932126
DelPatricia19,2020-11-02 13:39:57,coracao ja bate forte saber faltam poucos dias libertar recife,positive,0.526597
DelPatricia19,2020-11-02 10:47:12,vamos juntos fortalecer cenario orlando contamos apoio,positive,0.942773
DelPatricia19,2020-11-02 10:45:11,agradecemos apoio confianca sao importantes nessa caminhada construir re,positive,0.932246
DelPatricia19,2020-11-02 01:29:09,ola cacau agradecemos apoio contamos voce caminharmos juntos rumo,positive,0.894618
DelPatricia19,2020-11-02 00:06:27,vamos mudar realidade joao recife precisa atencao respeito cidade cidadaos vamos juntos,positive,0.709154
DelPatricia19,2020-11-01 23:03:43,campanha limpa feita atender interesses povo,neutral,0.0
DelPatricia19,2020-11-01 21:31:40,escolha avatares compartilhar redes vamos delegada voce tambem pode enviar suge,neutral,0.0
DelPatricia19,2020-11-01 19:45:00,atencao rio capibaribe necessaria urgente acoes cuidar desse simbolo cidade sera atenca,negative,-0.679391
DelPatricia19,2020-11-01 18:37:25,firmes fortes nessa caminhada mudar recife,neutral,0.0
DelPatricia19,2020-11-01 18:36:25,vamos juntos mauricio,neutral,0.0
DelPatricia19,2020-11-01 15:24:29,agradecemos apoio contamos voce caminharmos juntos rumo,positive,0.962191
DelPatricia19,2020-11-01 15:24:17,agradecemos confianca apoio carmo vamos firmes caminhada,positive,0.903733
DelPatricia19,2020-11-01 15:15:23,vamos juntos wanderson agradecemos estar conosco,positive,0.809168
DelPatricia19,2020-11-01 14:45:50,onde vai dinheiro arrecadado nao vemos sendo utilizado pessoas cidade,neutral,0.0
DelPatricia19,2020-11-01 12:39:45,agradecemos confianca vamos firmes,positive,0.920546
DelPatricia19,2020-11-01 12:38:08,vamos firmes mudanca agradecemos estar conosco,positive,0.715732
DelPatricia19,2020-10-31 23:40:43,agradecemos confianca apoio laurindo sao importantes neste momento vamos juntos luta,positive,0.826971
DelPatricia19,2020-10-31 23:19:08,olhar cuidado recifenses cidade animais destaques instagram,neutral,0.0
DelPatricia19,2020-10-31 20:17:44,enquanto imperio comeca ruir apoio ruas so cresce forca mudanca imparavel,negative,-0.823161
DelPatricia19,2020-10-31 14:30:41,causa animal merece atencao pretendemos implementar algumas acoes reduzir abandono,negative,-0.570127
DelPatricia19,2020-10-31 14:10:20,agradecemos apoio confianca vamos juntos,positive,0.960941
DelPatricia19,2020-10-30 21:44:06,vamos seguir firmes todos acreditam verdadeira mudanca campanha ja coracao recifense,positive,0.623418
DelPatricia19,2020-10-30 18:32:15,agradecemos apoio confianca arnaldo vamos juntos,positive,0.948206
DelPatricia19,2020-10-30 14:21:51,olha alegria moradores torre santa luzia receber moto carreata noite quarta,positive,0.601578
DelPatricia19,2020-10-30 13:39:34,recife deixara ser cidade medo acoes unem tecnologia qualificacao guarda municipal,neutral,0.0
DelPatricia19,2020-10-30 12:03:14,vamos juntos,positive,0.905184
DelPatricia19,2020-10-30 00:56:22,caminhada nao mesma apoio voces vamos libertar recife juntos,positive,0.696757
DelPatricia19,2020-10-29 22:54:36,gente projetos area tecnologia inovacao inclusive usar tecnologia favor saude,neutral,0.0
DelPatricia19,2020-10-29 22:54:10,ter gestao moderna prioridade desburocratizar prefeitura fazer cidade avance,neutral,0.0
DelPatricia19,2020-10-29 21:27:33,hoje nao aqui representando nenhuma dinastia familiar represento todas pessoas cidade con,negative,-0.45296
DelPatricia19,2020-10-29 21:21:02,venha acompanhar debate ufrpe sbpc,neutral,0.0
